#iter iter*batch time loss_G_GAN loss_G_L1 loss_D_real loss_D_fake
45464 181856 38498.503 18.918 1.967 0.000 0.000
45465 181860 38499.018 18.743 1.963 0.000 0.000
45466 181864 38499.607 18.430 1.898 0.000 0.000
45467 181868 38500.558 18.121 1.960 0.000 0.000
45468 181872 38501.911 18.062 2.036 0.000 0.000
45469 181876 38502.903 17.738 1.979 0.000 0.000
45470 181880 38503.944 17.234 2.110 0.000 0.000
45471 181884 38504.630 17.002 2.055 0.000 0.000
45472 181888 38505.150 16.400 1.922 0.000 0.000
45473 181892 38505.655 15.912 1.933 0.000 0.000
45474 181896 38506.212 15.221 2.033 0.000 0.000
45475 181900 38506.869 14.644 1.996 0.000 0.000
45476 181904 38507.396 14.101 1.956 0.000 0.000
45477 181908 38507.917 13.832 1.938 0.000 0.000
45478 181912 38508.507 13.591 1.947 0.000 0.000
45479 181916 38509.696 13.203 1.942 0.000 0.000
45480 181920 38510.520 12.703 2.082 0.000 0.000
45481 181924 38511.506 12.513 1.910 0.000 0.000
45482 181928 38512.565 11.511 1.908 0.000 0.000
45483 181932 38513.626 9.178 1.973 0.000 0.001
45484 181936 38514.550 8.877 1.984 0.000 0.001
45485 181940 38515.788 9.595 1.990 0.000 0.000
45486 181944 38516.885 20.203 1.996 0.000 0.000
45487 181948 38517.573 19.695 1.959 0.000 0.000
45488 181952 38518.514 18.358 1.946 0.000 0.000
45489 181956 38519.319 17.948 2.005 0.000 0.000
45490 181960 38520.001 17.366 1.945 0.000 0.000
45491 181964 38520.738 17.017 1.889 0.000 0.000
45492 181968 38521.377 16.620 1.987 0.000 0.000
45493 181972 38522.079 16.216 2.067 0.000 0.000
45494 181976 38522.781 15.772 1.931 0.000 0.000
45495 181980 38523.377 15.246 1.929 0.000 0.000
45496 181984 38524.416 14.699 2.019 0.000 0.000
45497 181988 38525.150 13.525 1.981 0.000 0.000
45498 181992 38525.576 12.621 2.077 0.000 0.000
45499 181996 38526.051 12.716 2.035 0.000 0.000
45500 182000 38526.481 12.305 1.836 0.000 0.000
45501 182004 38526.931 13.355 1.957 0.000 0.000
45502 182008 38527.801 16.947 1.963 0.000 0.000
45503 182012 38528.803 12.525 1.857 0.000 0.000
45504 182016 38530.152 17.747 1.988 0.000 0.000
45505 182020 38531.586 17.863 1.972 0.000 0.000
45506 182024 38532.602 17.576 1.876 0.000 0.000
45507 182028 38533.727 17.109 1.954 0.000 0.000
45508 182032 38534.267 16.072 2.005 0.000 0.000
45509 182036 38534.922 14.333 2.038 0.000 0.000
45510 182040 38535.415 13.927 2.011 0.000 0.000
45511 182044 38536.064 12.401 1.951 0.000 0.000
45512 182048 38536.686 11.546 1.908 0.000 0.000
45513 182052 38537.260 12.119 2.022 0.000 0.000
45514 182056 38537.763 14.684 1.984 0.000 0.000
45515 182060 38538.329 10.713 1.954 0.000 0.000
45516 182064 38538.973 14.562 1.870 0.000 0.000
45517 182068 38539.602 8.812 1.969 0.000 0.001
45518 182072 38540.284 9.682 1.990 0.000 0.000
45519 182076 38540.990 13.832 1.947 0.000 0.000
45520 182080 38541.840 16.598 1.937 0.000 0.000
45521 182084 38542.925 14.320 1.990 0.000 0.000
45522 182088 38544.075 10.689 1.891 0.000 0.000
45523 182092 38545.080 14.154 1.875 0.000 0.000
45524 182096 38546.005 19.096 2.021 0.000 0.000
45525 182100 38546.691 19.400 2.008 0.000 0.000
45526 182104 38547.388 18.856 1.952 0.000 0.000
45527 182108 38548.054 17.946 1.997 0.000 0.000
45528 182112 38548.997 17.128 1.921 0.000 0.000
45529 182116 38549.750 16.488 1.914 0.000 0.000
45530 182120 38550.620 14.853 1.941 0.000 0.000
45531 182124 38551.393 13.444 2.041 0.000 0.000
45532 182128 38552.150 12.015 1.988 0.000 0.000
45533 182132 38552.984 11.270 2.061 0.000 0.000
45534 182136 38553.735 10.420 2.049 0.000 0.000
45535 182140 38554.609 12.476 2.112 0.000 0.000
45536 182144 38555.315 16.944 1.922 0.000 0.000
45537 182148 38556.274 16.142 1.986 0.000 0.000
45538 182152 38557.506 10.926 2.016 0.000 0.000
45539 182156 38558.681 17.723 2.018 0.000 0.000
45540 182160 38559.244 18.001 1.986 0.000 0.000
45541 182164 38559.903 17.881 1.942 0.000 0.000
45542 182168 38560.699 17.397 1.988 0.000 0.000
45543 182172 38561.159 16.462 1.955 0.000 0.000
45544 182176 38561.748 15.358 1.975 0.000 0.000
45545 182180 38562.375 12.504 2.014 0.000 0.000
45546 182184 38562.838 12.153 1.923 0.000 0.000
45547 182188 38563.427 9.969 2.018 0.000 0.000
45548 182192 38564.029 10.025 2.017 0.000 0.000
45549 182196 38564.503 14.649 1.941 0.000 0.000
45550 182200 38565.237 13.411 2.083 0.000 0.000
45551 182204 38565.901 11.922 1.941 0.000 0.000
45552 182208 38566.732 11.634 1.984 0.000 0.000
45553 182212 38567.400 18.576 1.978 0.000 0.000
45554 182216 38568.159 18.295 1.894 0.000 0.000
45555 182220 38569.111 17.991 2.005 0.000 0.000
45556 182224 38569.984 17.298 2.035 0.000 0.000
45557 182228 38570.860 16.334 1.936 0.000 0.000
45558 182232 38571.876 15.905 1.965 0.000 0.000
45559 182236 38572.707 14.603 1.858 0.000 0.000
45560 182240 38573.593 12.790 1.952 0.000 0.000
45561 182244 38574.152 11.142 1.966 0.000 0.000
45562 182248 38574.753 8.619 2.014 0.000 0.001
45563 182252 38575.299 8.562 1.912 0.000 0.001
45564 182256 38576.162 16.586 2.045 0.000 0.000
45565 182260 38577.488 14.070 1.941 0.000 0.000
45566 182264 38578.516 17.758 2.071 0.000 0.000
45567 182268 38579.550 11.753 1.961 0.000 0.000
45568 182272 38580.631 19.513 1.951 0.000 0.000
45569 182276 38581.540 19.594 2.031 0.000 0.000
45570 182280 38582.565 19.329 2.039 0.000 0.000
45571 182284 38583.489 19.164 1.956 0.000 0.000
45572 182288 38584.245 19.058 1.951 0.000 0.000
45573 182292 38584.930 18.614 1.949 0.000 0.000
45574 182296 38585.594 18.078 1.846 0.000 0.000
45575 182300 38586.126 17.850 1.927 0.000 0.000
45576 182304 38586.710 17.723 1.966 0.000 0.000
45577 182308 38587.341 17.132 1.928 0.000 0.000
45578 182312 38588.169 17.004 1.969 0.000 0.000
45579 182316 38589.231 16.147 1.982 0.000 0.000
45580 182320 38589.994 15.594 1.924 0.000 0.000
45581 182324 38590.805 14.774 1.932 0.000 0.000
45582 182328 38591.956 13.414 1.925 0.000 0.000
45583 182332 38593.007 12.758 1.953 0.000 0.000
45584 182336 38594.159 12.563 1.903 0.000 0.000
45585 182340 38595.171 12.767 1.944 0.000 0.000
45586 182344 38595.974 12.975 1.933 0.000 0.000
45587 182348 38596.591 12.884 1.951 0.000 0.000
45588 182352 38597.140 12.759 1.957 0.000 0.000
45589 182356 38597.899 12.566 2.017 0.000 0.000
45590 182360 38598.856 12.214 1.982 0.000 0.000
45591 182364 38599.846 11.691 1.951 0.000 0.000
45592 182368 38600.732 12.355 2.001 0.000 0.000
45593 182372 38601.694 12.787 1.915 0.000 0.000
45594 182376 38602.559 10.942 1.835 0.000 0.000
45595 182380 38603.305 17.040 1.931 0.000 0.000
45596 182384 38604.294 16.177 1.878 0.000 0.000
45597 182388 38605.619 15.916 1.910 0.000 0.000
45598 182392 38606.621 14.969 1.898 0.000 0.000
45599 182396 38607.171 13.408 1.972 0.000 0.000
45600 182400 38607.643 9.680 1.890 0.000 0.001
45601 182404 38608.371 10.977 2.024 0.000 0.000
45602 182408 38609.375 16.788 1.837 0.000 0.000
45603 182412 38610.140 16.626 1.915 0.000 0.000
45604 182416 38610.831 15.914 1.979 0.000 0.000
45605 182420 38611.542 15.320 1.879 0.000 0.000
45606 182424 38612.096 13.925 1.919 0.000 0.000
45607 182428 38612.690 12.161 1.900 0.000 0.000
45608 182432 38613.412 10.636 1.936 0.000 0.000
45609 182436 38613.963 10.477 1.987 0.000 0.000
45610 182440 38614.486 13.768 1.939 0.000 0.000
45611 182444 38615.119 14.543 1.841 0.000 0.000
45612 182448 38615.910 8.625 1.959 0.000 0.001
45613 182452 38616.633 17.900 1.925 0.000 0.000
45614 182456 38617.729 18.386 1.996 0.000 0.000
45615 182460 38618.760 18.133 2.023 0.000 0.000
45616 182464 38620.351 17.662 2.021 0.000 0.000
45617 182468 38621.569 17.392 2.036 0.000 0.000
45618 182472 38622.853 16.891 1.915 0.000 0.000
45619 182476 38623.524 15.879 1.962 0.000 0.000
45620 182480 38624.263 15.480 1.976 0.000 0.000
45621 182484 38624.902 13.417 2.021 0.000 0.000
45622 182488 38625.502 12.545 1.880 0.000 0.000
45623 182492 38626.071 12.485 1.979 0.000 0.000
45624 182496 38626.734 12.223 1.907 0.000 0.000
45625 182500 38627.624 14.610 1.877 0.000 0.000
45626 182504 38628.393 8.577 1.894 0.000 0.001
45627 182508 38629.310 16.430 1.914 0.000 0.000
45628 182512 38630.266 16.742 1.904 0.000 0.000
45629 182516 38631.796 16.228 1.880 0.000 0.000
45630 182520 38632.698 15.086 1.829 0.000 0.000
45631 182524 38633.860 12.716 1.983 0.000 0.000
45632 182528 38634.750 10.195 1.889 0.000 0.000
45633 182532 38635.494 13.984 1.981 0.000 0.000
45634 182536 38636.264 10.703 1.785 0.000 0.000
45635 182540 38637.053 13.934 1.908 0.000 0.000
45636 182544 38638.067 10.074 2.011 0.000 0.000
45637 182548 38638.967 18.894 1.948 0.000 0.000
45638 182552 38639.447 19.191 1.948 0.000 0.000
45639 182556 38640.426 18.822 1.840 0.000 0.000
45640 182560 38641.258 18.165 1.891 0.000 0.000
45641 182564 38642.345 17.236 1.861 0.000 0.000
45642 182568 38643.029 16.683 1.853 0.000 0.000
45643 182572 38643.646 16.498 1.957 0.000 0.000
45644 182576 38644.348 16.038 1.941 0.000 0.000
45645 182580 38644.994 15.670 1.852 0.000 0.000
45646 182584 38645.810 15.346 1.907 0.000 0.000
45647 182588 38646.538 14.927 1.935 0.000 0.000
45648 182592 38647.311 14.552 1.938 0.000 0.000
45649 182596 38647.938 13.830 2.014 0.000 0.000
45650 182600 38648.652 12.862 1.992 0.000 0.000
45651 182604 38649.573 11.427 1.878 0.000 0.000
45652 182608 38650.136 11.138 1.970 0.000 0.000
45653 182612 38650.962 10.488 1.868 0.000 0.000
45654 182616 38651.923 10.575 1.963 0.000 0.000
45655 182620 38652.737 16.949 2.016 0.000 0.000
45656 182624 38653.433 17.180 1.882 0.000 0.000
45657 182628 38654.340 16.668 1.821 0.000 0.000
45658 182632 38655.275 16.237 1.881 0.000 0.000
45659 182636 38656.138 15.176 1.916 0.000 0.000
45660 182640 38656.873 14.223 1.981 0.000 0.000
45661 182644 38657.369 12.600 2.057 0.000 0.000
45662 182648 38658.048 10.156 1.929 0.000 0.000
45663 182652 38658.591 10.312 1.901 0.000 0.000
45664 182656 38659.132 12.557 1.870 0.000 0.000
45665 182660 38659.798 13.555 1.887 0.000 0.000
45666 182664 38660.308 10.367 1.951 0.000 0.000
45667 182668 38660.798 17.681 1.984 0.000 0.000
45668 182672 38661.250 17.079 1.900 0.000 0.000
45669 182676 38662.137 16.746 1.928 0.000 0.000
45670 182680 38663.023 16.286 1.900 0.000 0.000
45671 182684 38663.829 15.834 1.917 0.000 0.000
45672 182688 38664.796 15.312 1.945 0.000 0.000
45673 182692 38665.976 14.656 1.914 0.000 0.000
45674 182696 38666.854 13.708 1.978 0.000 0.000
45675 182700 38667.509 11.960 1.859 0.000 0.000
45676 182704 38668.156 10.630 1.985 0.000 0.000
45677 182708 38668.708 10.173 1.940 0.000 0.000
45678 182712 38669.479 10.270 1.898 0.000 0.000
45679 182716 38669.982 14.208 1.911 0.000 0.000
45680 182720 38670.608 9.099 1.992 0.000 0.001
45681 182724 38671.503 14.992 1.970 0.000 0.000
45682 182728 38672.496 10.727 1.944 0.000 0.000
45683 182732 38673.264 18.553 1.904 0.000 0.000
45684 182736 38673.966 18.851 1.931 0.000 0.000
45685 182740 38675.026 18.188 1.912 0.000 0.000
45686 182744 38675.872 17.130 1.852 0.000 0.000
45687 182748 38676.466 15.743 1.890 0.000 0.000
45688 182752 38677.413 14.552 1.826 0.000 0.000
45689 182756 38678.369 13.764 1.932 0.000 0.000
45690 182760 38679.254 12.603 1.972 0.000 0.000
45691 182764 38680.322 10.695 1.932 0.000 0.000
45692 182768 38681.227 15.245 1.903 0.000 0.000
45693 182772 38682.081 11.382 1.908 0.000 0.000
45694 182776 38683.019 15.444 1.932 0.000 0.000
45695 182780 38683.907 15.853 1.902 0.000 0.000
45696 182784 38684.654 14.785 1.930 0.000 0.000
45697 182788 38685.355 12.536 1.902 0.000 0.000
45698 182792 38686.356 11.101 1.980 0.000 0.000
45699 182796 38687.550 11.564 1.817 0.000 0.000
45700 182800 38688.638 12.849 1.970 0.000 0.000
45701 182804 38689.219 12.573 1.853 0.000 0.000
45702 182808 38690.156 14.656 1.849 0.000 0.000
45703 182812 38691.043 8.465 1.855 0.000 0.001
45704 182816 38691.869 18.007 1.985 0.000 0.000
45705 182820 38693.080 18.024 1.964 0.000 0.000
45706 182824 38694.451 17.733 1.887 0.000 0.000
45707 182828 38695.413 17.432 1.954 0.000 0.000
45708 182832 38696.387 16.625 1.841 0.000 0.000
45709 182836 38697.368 15.769 1.894 0.000 0.000
45710 182840 38698.185 14.184 1.947 0.000 0.000
45711 182844 38698.868 8.679 1.892 0.000 0.001
45712 182848 38700.022 16.630 1.845 0.000 0.000
45713 182852 38701.001 16.763 1.913 0.000 0.000
45714 182856 38701.675 16.106 1.968 0.000 0.000
45715 182860 38702.398 15.538 1.845 0.000 0.000
45716 182864 38703.300 14.397 1.968 0.000 0.000
45717 182868 38704.236 11.429 2.061 0.000 0.000
45718 182872 38705.084 10.866 1.866 0.000 0.000
45719 182876 38705.710 9.500 1.875 0.000 0.000
45720 182880 38706.204 10.709 1.947 0.000 0.000
45721 182884 38706.786 17.822 1.964 0.000 0.000
45722 182888 38707.384 17.749 1.954 0.000 0.000
45723 182892 38708.002 17.325 2.071 0.000 0.000
45724 182896 38708.472 17.084 1.888 0.000 0.000
45725 182900 38708.869 16.311 1.944 0.000 0.000
45726 182904 38709.594 14.899 1.942 0.000 0.000
45727 182908 38710.330 13.038 1.931 0.000 0.000
45728 182912 38711.081 11.203 1.788 0.000 0.000
45729 182916 38711.782 10.847 1.871 0.000 0.000
45730 182920 38712.558 13.751 1.958 0.000 0.000
45731 182924 38713.654 10.310 1.963 0.000 0.000
45732 182928 38715.133 13.203 1.824 0.000 0.000
45733 182932 38716.085 8.378 1.844 0.000 0.002
45734 182936 38716.733 16.747 1.911 0.000 0.000
45735 182940 38717.458 11.225 1.896 0.000 0.000
45736 182944 38717.998 17.262 1.892 0.000 0.000
45737 182948 38718.706 17.147 1.994 0.000 0.000
45738 182952 38719.550 16.965 1.810 0.000 0.000
45739 182956 38720.830 16.445 1.869 0.000 0.000
45740 182960 38721.810 16.007 1.908 0.000 0.000
45741 182964 38722.956 15.375 1.976 0.000 0.000
45742 182968 38723.773 13.797 1.918 0.000 0.000
45743 182972 38724.597 10.833 1.977 0.000 0.000
45744 182976 38725.451 15.932 1.912 0.000 0.000
45745 182980 38726.092 15.493 1.992 0.000 0.000
45746 182984 38726.555 14.792 1.917 0.000 0.000
45747 182988 38727.319 13.247 2.001 0.000 0.000
45748 182992 38727.930 10.929 1.978 0.000 0.000
45749 182996 38728.499 13.142 1.968 0.000 0.000
45750 183000 38729.775 9.972 1.976 0.000 0.000
45751 183004 38730.763 13.125 1.941 0.000 0.000
45752 183008 38731.290 11.721 1.969 0.000 0.000
45753 183012 38732.073 15.138 1.904 0.000 0.000
45754 183016 38732.705 12.522 1.993 0.000 0.000
45755 183020 38733.527 13.117 1.973 0.000 0.000
45756 183024 38734.354 10.004 1.983 0.000 0.000
45757 183028 38735.336 13.985 1.997 0.000 0.000
45758 183032 38736.109 9.371 1.819 0.000 0.000
45759 183036 38737.137 16.339 1.892 0.000 0.000
45760 183040 38737.906 16.325 1.878 0.000 0.000
45761 183044 38738.934 15.610 1.893 0.000 0.000
45762 183048 38739.934 14.189 1.832 0.000 0.000
45763 183052 38741.003 11.179 1.852 0.000 0.000
45764 183056 38741.965 12.593 1.928 0.000 0.000
45765 183060 38742.717 10.803 1.861 0.000 0.000
45766 183064 38743.451 11.405 2.016 0.000 0.000
45767 183068 38744.322 9.105 1.856 0.000 0.001
45768 183072 38745.373 13.765 2.033 0.000 0.000
45769 183076 38746.094 10.289 1.868 0.000 0.000
45770 183080 38746.758 16.202 1.977 0.000 0.000
45771 183084 38747.293 15.913 1.916 0.000 0.000
45772 183088 38748.013 14.059 1.935 0.000 0.000
45773 183092 38748.583 10.925 1.896 0.000 0.000
45774 183096 38749.334 10.932 1.837 0.000 0.000
45775 183100 38750.476 10.461 1.995 0.000 0.000
45776 183104 38751.490 10.809 1.902 0.000 0.000
45777 183108 38752.461 9.773 1.937 0.000 0.000
45778 183112 38753.310 15.674 1.932 0.000 0.000
45779 183116 38754.293 12.585 1.900 0.000 0.000
45780 183120 38755.361 13.515 1.908 0.000 0.000
45781 183124 38756.499 9.033 1.961 0.000 0.000
45782 183128 38757.654 16.467 1.961 0.000 0.000
45783 183132 38758.669 14.428 2.015 0.000 0.000
45784 183136 38759.112 8.196 1.896 0.000 0.002
45785 183140 38759.883 14.519 1.871 0.000 0.000
45786 183144 38760.691 8.701 1.876 0.000 0.001
45787 183148 38761.365 16.209 2.085 0.000 0.000
45788 183152 38762.240 12.738 1.966 0.000 0.000
45789 183156 38763.042 15.388 1.900 0.000 0.000
45790 183160 38763.890 11.989 1.779 0.000 0.000
45791 183164 38764.735 14.908 1.896 0.000 0.000
45792 183168 38765.817 14.032 1.942 0.000 0.000
45793 183172 38767.126 10.032 1.931 0.000 0.000
45794 183176 38768.123 13.575 1.945 0.000 0.000
45795 183180 38769.103 8.496 1.855 0.000 0.001
45796 183184 38769.700 15.571 1.915 0.000 0.000
45797 183188 38770.196 14.694 1.906 0.000 0.000
45798 183192 38770.749 8.919 1.942 0.000 0.001
45799 183196 38771.423 18.547 1.899 0.000 0.000
45800 183200 38772.116 18.910 2.045 0.000 0.000
45801 183204 38772.945 18.607 1.809 0.000 0.000
45802 183208 38773.876 17.989 1.894 0.000 0.000
45803 183212 38774.504 17.666 1.995 0.000 0.000
45804 183216 38775.173 17.389 2.038 0.000 0.000
45805 183220 38775.945 17.152 1.915 0.000 0.000
45806 183224 38776.577 17.035 1.943 0.000 0.000
45807 183228 38777.348 16.802 2.000 0.000 0.000
45808 183232 38777.935 16.484 1.885 0.000 0.000
45809 183236 38778.535 16.332 1.943 0.000 0.000
45810 183240 38779.181 15.925 1.906 0.000 0.000
45811 183244 38779.855 15.675 1.971 0.000 0.000
45812 183248 38780.569 15.160 1.827 0.000 0.000
45813 183252 38781.638 14.328 2.008 0.000 0.000
45814 183256 38782.752 13.018 1.879 0.000 0.000
45815 183260 38783.669 10.895 1.921 0.000 0.000
45816 183264 38784.452 10.252 1.829 0.000 0.000
45817 183268 38785.286 16.319 1.938 0.000 0.000
45818 183272 38785.941 14.420 1.936 0.000 0.000
45819 183276 38786.507 8.733 1.840 0.000 0.001
45820 183280 38787.087 16.784 1.827 0.000 0.000
45821 183284 38788.201 17.194 1.975 0.000 0.000
45822 183288 38789.702 16.387 1.846 0.000 0.000
45823 183292 38790.832 15.143 1.858 0.000 0.000
45824 183296 38792.697 9.656 1.904 0.000 0.000
45825 183300 38793.555 15.266 1.862 0.000 0.000
45826 183304 38794.062 14.622 1.877 0.000 0.000
45827 183308 38794.553 13.026 1.972 0.000 0.000
45828 183312 38795.231 10.935 1.965 0.000 0.000
45829 183316 38795.881 8.590 1.889 0.000 0.001
45830 183320 38796.563 14.783 1.805 0.000 0.000
45831 183324 38797.110 9.837 1.837 0.000 0.000
45832 183328 38797.592 16.667 2.054 0.000 0.000
45833 183332 38798.818 16.536 1.875 0.000 0.000
45834 183336 38799.763 15.608 1.979 0.000 0.000
45835 183340 38800.525 15.225 1.873 0.000 0.000
45836 183344 38801.202 14.393 1.992 0.000 0.000
45837 183348 38802.121 13.116 1.890 0.000 0.000
45838 183352 38802.937 12.151 1.929 0.000 0.000
45839 183356 38803.911 11.343 1.896 0.000 0.000
45840 183360 38804.558 10.935 2.016 0.000 0.000
45841 183364 38805.017 9.851 1.929 0.000 0.000
45842 183368 38805.576 10.799 1.861 0.000 0.000
45843 183372 38806.258 14.636 1.925 0.000 0.000
45844 183376 38807.603 12.487 1.910 0.000 0.000
45845 183380 38808.610 12.442 1.848 0.000 0.000
45846 183384 38809.642 12.598 1.880 0.000 0.000
45847 183388 38810.715 9.536 1.864 0.000 0.000
45848 183392 38811.605 15.090 1.861 0.000 0.000
45849 183396 38812.389 8.883 1.867 0.000 0.001
45850 183400 38813.497 18.216 1.776 0.000 0.000
45851 183404 38814.667 18.654 1.874 0.000 0.000
45852 183408 38815.727 18.367 1.845 0.000 0.000
45853 183412 38816.382 17.955 1.937 0.000 0.000
45854 183416 38817.030 17.795 1.916 0.000 0.000
45855 183420 38817.494 17.281 1.787 0.000 0.000
45856 183424 38818.144 16.910 1.934 0.000 0.000
45857 183428 38818.592 16.250 1.762 0.000 0.000
45858 183432 38819.081 15.772 1.925 0.000 0.000
45859 183436 38819.562 15.073 1.889 0.000 0.000
45860 183440 38820.110 13.957 1.919 0.000 0.000
45861 183444 38821.036 12.399 1.824 0.000 0.000
45862 183448 38821.793 11.811 1.860 0.000 0.000
45863 183452 38822.585 11.684 1.886 0.000 0.000
45864 183456 38823.519 11.415 1.998 0.000 0.000
45865 183460 38824.426 11.239 1.958 0.000 0.000
45866 183464 38825.409 10.878 1.860 0.000 0.000
45867 183468 38826.550 10.570 1.905 0.000 0.000
45868 183472 38827.592 10.425 1.888 0.000 0.000
45869 183476 38828.502 10.260 1.904 0.000 0.000
45870 183480 38829.123 9.537 1.834 0.000 0.000
45871 183484 38830.008 9.743 1.930 0.000 0.000
45872 183488 38830.739 13.551 1.836 0.000 0.000
45873 183492 38831.608 14.407 1.842 0.000 0.000
45874 183496 38832.757 8.713 1.900 0.000 0.001
45875 183500 38834.183 17.556 1.886 0.000 0.000
45876 183504 38835.210 16.197 1.928 0.000 0.000
45877 183508 38836.322 13.720 1.835 0.000 0.000
45878 183512 38836.997 11.536 1.926 0.000 0.000
45879 183516 38837.580 10.968 1.865 0.000 0.000
45880 183520 38838.171 9.159 1.838 0.000 0.001
45881 183524 38838.890 8.804 1.941 0.000 0.001
45882 183528 38839.461 17.236 1.906 0.000 0.000
45883 183532 38840.096 17.603 1.861 0.000 0.000
45884 183536 38840.813 17.298 1.858 0.000 0.000
45885 183540 38841.486 16.617 1.787 0.000 0.000
45886 183544 38842.169 15.801 1.878 0.000 0.000
